player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,home,game_id
Anthony Elanga,20,seSWE,LW,23-139,11,7,0,2,4,1,0,7,0,0,,0,,4,3,0,0,0,0,0,0,5,0,True,NewcastleUtd_Wolves_20250913
Jacob Murphy,23,engENG,RW,30-201,89,49,2,3,8,38,3,49,3,2,66.7,1,33.3,28,145,58,2,0,2,2,0,35,18,True,NewcastleUtd_Wolves_20250913
Sven Botman,4,nlNED,RW,25-244,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,True,NewcastleUtd_Wolves_20250913
Joelinton,7,brBRA,LM,29-030,64,32,1,3,20,9,4,32,0,0,,0,,17,71,26,1,0,0,0,0,24,3,True,NewcastleUtd_Wolves_20250913
Joe Willock,28,engENG,LM,26-024,26,7,1,1,4,2,1,7,1,1,100.0,0,0.0,5,16,1,0,0,0,0,0,5,1,True,NewcastleUtd_Wolves_20250913
Sandro Tonali,8,itITA,CM,25-128,90,64,0,14,34,17,2,64,2,1,50.0,1,50.0,28,149,82,2,2,0,1,0,42,1,True,NewcastleUtd_Wolves_20250913
Bruno Guimarães,39,brBRA,RM,27-301,90,61,2,13,29,20,2,61,3,1,33.3,2,66.7,42,178,67,0,1,0,2,3,44,4,True,NewcastleUtd_Wolves_20250913
Valentino Livramento,21,engENG,LB,22-305,90,73,2,13,41,21,1,73,5,0,0.0,5,100.0,42,210,123,3,1,0,3,1,42,5,True,NewcastleUtd_Wolves_20250913
Dan Burn,33,engENG,CB,33-127,90,59,3,30,23,6,3,59,0,0,,0,,31,128,42,0,0,0,1,0,36,0,True,NewcastleUtd_Wolves_20250913
Fabian Schär,5,chSUI,CB,33-267,90,76,10,44,27,5,1,76,0,0,,0,,42,155,71,0,0,0,1,0,50,0,True,NewcastleUtd_Wolves_20250913
Kieran Trippier,2,engENG,RB,34-359,90,96,4,19,50,28,1,96,0,0,,0,,46,194,108,1,1,0,0,0,54,4,True,NewcastleUtd_Wolves_20250913
Nick Pope,1,engENG,GK,33-147,90,28,21,27,1,0,0,28,0,0,,0,,12,36,20,0,0,0,0,0,9,0,True,NewcastleUtd_Wolves_20250913
Hwang Hee-chan,11,krKOR,FW,29-230,76,26,0,2,11,13,4,26,1,0,0.0,1,100.0,9,34,3,0,0,0,2,0,13,2,False,NewcastleUtd_Wolves_20250913
Fer López,28,esESP,FW,21-112,14,8,0,0,2,6,1,8,1,1,100.0,0,0.0,6,28,17,1,1,1,0,0,6,1,False,NewcastleUtd_Wolves_20250913
Tolu Arokodare,14,ngNGA,FW,24-294,65,18,3,4,7,7,1,18,0,0,,0,,8,50,15,1,0,1,3,1,11,3,False,NewcastleUtd_Wolves_20250913
Jhon Arias,10,coCOL,FW,27-357,25,13,0,1,2,10,2,13,0,0,,0,,5,41,25,1,1,0,3,0,5,0,False,NewcastleUtd_Wolves_20250913
Ladislav Krejčí,37,czCZE,"CM,CB",26-146,90,39,4,12,24,3,0,39,0,0,,0,,18,49,17,0,0,0,0,0,21,0,False,NewcastleUtd_Wolves_20250913
João Gomes,8,brBRA,CM,24-213,90,56,4,15,31,11,1,56,3,2,66.7,1,33.3,30,150,67,1,1,0,2,0,28,0,False,NewcastleUtd_Wolves_20250913
André,7,brBRA,CM,24-059,65,24,2,7,15,2,0,24,0,0,,0,,10,56,31,0,1,0,0,0,15,1,False,NewcastleUtd_Wolves_20250913
Marshall Munetsi,5,zwZIM,CM,29-083,25,9,1,2,4,3,1,9,0,0,,0,,4,18,16,1,0,0,0,0,6,1,False,NewcastleUtd_Wolves_20250913
Rodrigo Gomes,21,ptPOR,WB,22-068,76,30,2,10,15,6,3,30,2,2,100.0,0,0.0,17,108,55,2,1,1,3,0,14,1,False,NewcastleUtd_Wolves_20250913
Jackson Tchatchoua,38,cmCMR,WB,23-364,14,9,0,3,2,4,1,9,0,0,,0,,6,14,3,0,1,0,0,0,7,3,False,NewcastleUtd_Wolves_20250913
Hugo Bueno,3,esESP,WB,22-360,90,60,1,24,16,20,4,60,4,2,50.0,2,50.0,28,179,87,4,4,2,5,1,27,6,False,NewcastleUtd_Wolves_20250913
Toti Gomes,24,ptPOR,CB,26-240,90,69,8,34,30,5,2,69,3,1,33.3,2,66.7,40,163,81,0,0,0,1,1,41,0,False,NewcastleUtd_Wolves_20250913
Yerson Mosquera,15,coCOL,CB,24-134,65,28,7,14,15,0,0,28,2,0,0.0,1,50.0,19,87,38,1,0,0,0,0,17,0,False,NewcastleUtd_Wolves_20250913
Jean-Ricner Bellegarde,27,htHAI,CM,27-078,25,18,1,3,9,7,0,18,0,0,,0,,14,110,56,0,0,0,2,0,14,1,False,NewcastleUtd_Wolves_20250913
Emmanuel Agbadou,12,ciCIV,CB,28-088,90,62,15,30,26,6,0,62,0,0,,0,,35,127,68,1,3,0,1,0,37,1,False,NewcastleUtd_Wolves_20250913
Sam Johnstone,31,engENG,GK,32-172,90,52,37,52,0,0,0,52,0,0,,0,,32,212,127,0,0,0,0,0,21,0,False,NewcastleUtd_Wolves_20250913
Rodrigo Muniz,9,brBRA,FW,24-132,83,19,1,1,9,9,3,19,2,1,50.0,1,50.0,8,21,10,0,1,0,3,0,12,3,True,Fulham_LeedsUnited_20250913
Raúl Jiménez,7,mxMEX,FW,34-131,7,1,0,0,0,1,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,True,Fulham_LeedsUnited_20250913
Alex Iwobi,17,ngNGA,LW,29-133,75,37,0,4,18,16,0,37,4,1,25.0,3,75.0,22,135,55,0,0,0,2,0,25,5,True,Fulham_LeedsUnited_20250913
Kevin,22,brBRA,LW,22-252,15,15,0,2,6,7,0,15,3,2,66.7,1,33.3,9,88,46,3,2,0,2,3,11,3,True,Fulham_LeedsUnited_20250913
Harry Wilson,8,wlsWAL,RW,28-175,59,28,0,3,8,17,2,28,1,0,0.0,0,0.0,16,73,51,1,0,0,2,1,19,6,True,Fulham_LeedsUnited_20250913
Adama Traoré,11,esESP,RW,29-231,31,11,0,0,3,8,2,11,1,0,0.0,1,100.0,8,56,23,2,0,1,0,1,10,1,True,Fulham_LeedsUnited_20250913
Joshua King,24,engENG,AM,18-253,59,14,0,2,5,7,0,14,0,0,,0,,7,24,12,1,0,0,1,1,11,3,True,Fulham_LeedsUnited_20250913
Emile Smith Rowe,32,engENG,AM,25-047,31,21,0,7,8,6,0,21,1,0,0.0,1,100.0,11,39,23,0,0,0,0,0,13,2,True,Fulham_LeedsUnited_20250913
Sander Berge,16,noNOR,DM,27-211,83,62,4,14,40,8,0,62,0,0,,0,,33,157,73,0,1,0,1,0,38,2,True,Fulham_LeedsUnited_20250913
Tom Cairney,10,sctSCO,DM,34-236,7,3,0,0,1,2,0,3,0,0,,0,,1,5,0,0,0,0,0,0,1,0,True,Fulham_LeedsUnited_20250913
Saša Lukić,20,rsSRB,DM,29-031,90,46,2,7,25,14,1,46,0,0,,0,,21,100,59,2,3,0,2,0,26,3,True,Fulham_LeedsUnited_20250913
Ryan Sessegnon,30,engENG,LB,25-118,90,71,5,24,21,26,2,71,4,2,50.0,2,50.0,30,133,78,2,1,0,3,1,30,9,True,Fulham_LeedsUnited_20250913
Calvin Bassey,3,ngNGA,CB,25-256,90,96,12,36,60,1,0,96,1,0,0.0,0,0.0,76,521,317,5,0,0,0,2,75,1,True,Fulham_LeedsUnited_20250913
Joachim Andersen,5,dkDEN,CB,29-105,90,114,8,41,72,1,0,114,0,0,,0,,82,576,412,3,1,0,0,0,87,0,True,Fulham_LeedsUnited_20250913
Kenny Tete,2,nlNED,RB,29-339,90,50,2,8,24,19,0,50,1,0,0.0,0,0.0,27,115,64,2,5,0,1,0,31,2,True,Fulham_LeedsUnited_20250913
Bernd Leno,1,deGER,GK,33-193,90,30,27,30,0,0,0,30,0,0,,0,,18,65,41,0,0,0,0,0,16,0,True,Fulham_LeedsUnited_20250913
Dominic Calvert-Lewin,9,engENG,FW,28-181,68,12,0,0,3,9,2,12,0,0,,0,,7,15,6,0,0,0,2,0,13,1,False,Fulham_LeedsUnited_20250913
Lukas Nmecha,14,deGER,FW,26-273,22,3,0,0,0,3,0,3,0,0,,0,,1,1,0,0,0,0,0,0,3,1,False,Fulham_LeedsUnited_20250913
Noah Okafor,19,chSUI,LW,25-112,68,34,1,5,20,12,5,34,5,1,20.0,3,60.0,23,268,81,3,4,3,3,3,25,6,False,Fulham_LeedsUnited_20250913
Jack Harrison,20,engENG,LW,28-297,22,5,0,1,3,1,0,5,0,0,,0,,1,12,0,0,0,0,0,0,3,0,False,Fulham_LeedsUnited_20250913
Brenden Aaronson,11,usUSA,RW,24-326,76,41,1,16,9,16,3,41,3,1,33.3,2,66.7,19,95,30,0,0,0,2,2,15,4,False,Fulham_LeedsUnited_20250913
Daniel James,7,wlsWAL,RW,27-307,12,5,0,0,0,5,0,5,1,0,0.0,1,100.0,3,25,10,1,0,0,0,0,3,2,False,Fulham_LeedsUnited_20250913
Wilfried Gnonto,29,itITA,RW,21-312,2,2,0,1,1,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,False,Fulham_LeedsUnited_20250913
Anton Stach,18,deGER,LM,26-302,90,49,2,9,20,21,3,49,3,1,33.3,2,66.7,20,69,23,1,3,0,0,2,28,2,False,Fulham_LeedsUnited_20250913
Ethan Ampadu,4,wlsWAL,CM,24-364,90,54,2,17,31,7,0,54,0,0,,0,,30,182,69,1,0,0,0,0,30,1,False,Fulham_LeedsUnited_20250913
Sean Longstaff,8,engENG,RM,27-318,90,49,2,12,29,8,2,49,2,0,0.0,1,50.0,23,91,40,0,0,1,0,2,32,0,False,Fulham_LeedsUnited_20250913
Gabriel Gudmundsson,3,seSWE,LB,26-137,90,62,3,15,24,23,1,62,3,0,0.0,2,66.7,27,166,100,2,2,0,1,0,37,3,False,Fulham_LeedsUnited_20250913
Pascal Struijk,5,nlNED,CB,26-033,90,63,9,33,29,1,0,63,0,0,,0,,41,211,127,0,0,0,0,2,46,0,False,Fulham_LeedsUnited_20250913
Joe Rodon,6,wlsWAL,CB,27-326,90,66,10,34,31,2,1,66,0,0,,0,,42,215,131,1,1,0,1,0,47,0,False,Fulham_LeedsUnited_20250913
Jayden Bogle,2,engENG,RB,25-048,90,58,1,22,22,15,2,58,3,1,33.3,1,33.3,30,314,194,7,7,1,3,1,28,5,False,Fulham_LeedsUnited_20250913
Karl Darlow,26,wlsWAL,GK,34-340,90,43,37,43,0,0,0,43,0,0,,0,,29,127,59,0,0,0,0,0,20,0,False,Fulham_LeedsUnited_20250913
Jean-Philippe Mateta,14,frFRA,FW,28-077,90,28,3,3,14,13,2,28,2,0,0.0,2,100.0,14,56,24,1,3,0,6,2,13,6,True,CrystalPalace_Sunderland_20250913
Daichi Kamada,18,jpJPN,"AM,CM",29-039,90,35,1,6,19,10,2,35,0,0,,0,,23,83,34,1,1,0,2,1,24,4,True,CrystalPalace_Sunderland_20250913
Yeremi Pino,10,esESP,AM,22-328,83,54,0,5,26,26,2,54,6,2,33.3,3,50.0,35,167,73,3,4,0,2,0,38,10,True,CrystalPalace_Sunderland_20250913
Christantus Uche,12,ngNGA,AM,22-117,7,11,0,0,4,7,2,11,0,0,,0,,7,26,20,1,0,1,0,0,9,2,True,CrystalPalace_Sunderland_20250913
Jefferson Lerma,8,coCOL,CM,30-323,68,36,0,4,27,5,0,36,0,0,,0,,20,45,23,0,0,0,0,0,24,0,True,CrystalPalace_Sunderland_20250913
Justin Devenny,55,nirNIR,AM,21-337,22,12,0,0,4,8,3,12,0,0,,0,,7,38,32,1,2,0,0,0,7,2,True,CrystalPalace_Sunderland_20250913
Will Hughes,19,engENG,CM,30-149,90,49,1,8,27,14,0,49,0,0,,0,,26,88,48,1,1,0,0,1,31,1,True,CrystalPalace_Sunderland_20250913
Tyrick Mitchell,3,engENG,WB,26-012,90,65,4,17,33,16,0,65,3,0,0.0,2,66.7,32,187,74,2,1,0,1,1,37,9,True,CrystalPalace_Sunderland_20250913
Daniel Muñoz,2,coCOL,WB,29-110,90,52,1,4,27,21,4,52,1,0,0.0,1,100.0,27,113,44,2,0,0,1,0,33,5,True,CrystalPalace_Sunderland_20250913
Marc Guéhi,6,engENG,CB,25-062,90,93,4,42,44,7,1,93,0,0,,0,,72,300,136,0,0,0,0,0,73,0,True,CrystalPalace_Sunderland_20250913
Maxence Lacroix,5,frFRA,CB,25-160,90,87,10,55,30,2,1,87,0,0,,0,,71,299,139,0,0,0,0,0,73,0,True,CrystalPalace_Sunderland_20250913
Chris Richards,26,usUSA,CB,25-169,90,74,4,37,28,9,4,74,0,0,,0,,48,143,52,0,0,0,0,0,54,0,True,CrystalPalace_Sunderland_20250913
Dean Henderson,1,engENG,GK,28-185,90,43,32,43,0,0,0,43,0,0,,0,,27,154,92,0,0,0,0,0,22,0,True,CrystalPalace_Sunderland_20250913
Wilson Isidor,18,frFRA,"FW,LW",25-017,89,15,1,2,4,10,5,15,2,0,0.0,2,100.0,7,40,3,0,0,0,1,0,10,3,False,CrystalPalace_Sunderland_20250913
Chris Rigg,11,engENG,LW,18-087,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,False,CrystalPalace_Sunderland_20250913
Simon Adingra,24,ciCIV,LW,23-255,68,23,2,3,9,11,0,23,2,2,100.0,0,0.0,17,67,36,1,0,0,3,0,19,8,False,CrystalPalace_Sunderland_20250913
Brian Brobbey,9,nlNED,FW,23-224,22,6,1,1,5,0,0,6,0,0,,0,,4,5,4,0,0,0,2,0,4,0,False,CrystalPalace_Sunderland_20250913
Chemsdine Talbi,7,maMAR,RW,20-127,90,32,3,6,10,18,6,32,0,0,,0,,14,70,49,1,2,0,4,0,19,4,False,CrystalPalace_Sunderland_20250913
Noah Sadiki,27,cdCOD,LM,20-270,83,37,1,9,21,8,1,37,3,2,66.7,0,0.0,27,146,64,2,1,1,0,2,29,3,False,CrystalPalace_Sunderland_20250913
Lutsharel Geertruida,6,nlNED,LM,25-057,7,2,0,1,1,0,0,2,1,1,100.0,0,0.0,1,10,6,0,0,0,0,0,0,0,False,CrystalPalace_Sunderland_20250913
Granit Xhaka,34,chSUI,CM,32-351,90,68,7,19,43,7,1,68,1,1,100.0,0,0.0,28,90,22,0,0,0,0,0,27,1,False,CrystalPalace_Sunderland_20250913
Habib Diarra,19,snSEN,RM,21-253,90,33,2,5,15,14,3,33,2,0,0.0,2,100.0,23,109,45,1,4,0,1,0,26,7,False,CrystalPalace_Sunderland_20250913
Reinildo Mandava,17,mzMOZ,LB,31-235,90,58,4,18,37,4,0,58,3,2,66.7,1,33.3,28,147,93,4,2,0,0,0,34,1,False,CrystalPalace_Sunderland_20250913
Omar Alderete,15,pyPAR,CB,28-261,90,79,5,35,42,2,1,79,2,2,100.0,0,0.0,47,251,148,1,0,0,0,1,56,0,False,CrystalPalace_Sunderland_20250913
Nordi Mukiele,20,frFRA,CB,27-316,90,70,8,25,37,8,0,70,0,0,,0,,44,216,131,1,0,0,0,0,45,1,False,CrystalPalace_Sunderland_20250913
Trai Hume,32,nirNIR,RB,23-179,90,69,2,17,44,10,0,69,3,1,33.3,2,66.7,30,87,51,0,0,0,0,0,40,2,False,CrystalPalace_Sunderland_20250913
Robin Roefs,22,nlNED,GK,22-239,90,47,34,47,0,0,0,47,0,0,,0,,26,113,59,0,0,0,0,0,17,0,False,CrystalPalace_Sunderland_20250913
Beto,9,gwGNB,FW,27-225,74,27,1,1,9,17,8,27,1,0,0.0,1,100.0,16,70,15,0,0,0,8,1,21,5,True,Everton_AstonVilla_20250913
Thierno Barry,11,frFRA,FW,22-327,16,6,0,0,1,5,4,6,0,0,,0,,1,27,24,1,0,1,0,0,2,1,True,Everton_AstonVilla_20250913
Jack Grealish,18,engENG,LW,30-003,90,51,1,3,12,37,15,51,14,2,14.3,1,7.1,38,369,233,14,2,9,1,6,41,14,True,Everton_AstonVilla_20250913
Iliman Ndiaye,10,snSEN,RW,25-191,90,40,2,7,15,20,5,40,6,3,50.0,3,50.0,20,203,131,6,3,2,6,1,21,2,True,Everton_AstonVilla_20250913
Kiernan Dewsbury-Hall,22,engENG,AM,27-007,90,45,0,3,18,24,4,45,1,1,100.0,0,0.0,20,88,27,1,0,0,1,1,26,6,True,Everton_AstonVilla_20250913
Tim Iroegbunam,42,engENG,DM,22-075,65,26,2,3,20,4,0,26,1,1,100.0,0,0.0,15,80,37,0,1,0,0,1,18,1,True,Everton_AstonVilla_20250913
Merlin Röhl,34,deGER,DM,23-070,25,14,0,2,9,3,0,14,0,0,,0,,8,20,2,0,0,0,1,1,13,5,True,Everton_AstonVilla_20250913
Idrissa Gana Gueye,27,snSEN,DM,35-352,90,50,0,8,31,11,0,50,0,0,,0,,37,161,56,0,0,0,1,0,36,1,True,Everton_AstonVilla_20250913
James Garner,37,engENG,LB,24-184,90,69,3,22,23,24,0,69,0,0,,0,,36,176,83,1,4,0,1,0,42,1,True,Everton_AstonVilla_20250913
Michael Keane,5,engENG,CB,32-245,90,43,5,19,20,5,5,43,0,0,,0,,22,57,8,0,0,0,0,0,27,0,True,Everton_AstonVilla_20250913
James Tarkowski,6,engENG,CB,32-298,90,51,8,24,22,5,3,51,0,0,,0,,16,52,23,0,0,0,1,0,20,0,True,Everton_AstonVilla_20250913
Jake O'Brien,15,ieIRL,RB,24-121,90,51,4,16,16,19,1,51,1,1,100.0,0,0.0,18,79,43,2,1,0,0,0,22,3,True,Everton_AstonVilla_20250913
Jordan Pickford,1,engENG,GK,31-190,90,36,22,32,4,0,0,36,0,0,,0,,25,155,60,0,0,0,0,0,18,0,True,Everton_AstonVilla_20250913
Ollie Watkins,11,engENG,FW,29-257,82,14,1,2,5,7,1,14,1,0,0.0,1,100.0,8,22,2,0,0,0,0,1,12,3,False,Everton_AstonVilla_20250913
Donyell Malen,17,nlNED,FW,26-247,8,2,1,1,0,1,0,2,0,0,,0,,1,0,0,0,0,0,0,0,1,1,False,Everton_AstonVilla_20250913
Emi Buendía,10,arARG,LW,28-262,70,44,2,6,21,18,3,44,5,1,20.0,4,80.0,21,152,122,4,3,2,0,0,28,6,False,Everton_AstonVilla_20250913
Harvey Elliott,9,engENG,"AM,LW",22-162,20,13,1,2,6,5,0,13,1,0,0.0,0,0.0,8,58,32,0,1,0,0,0,9,3,False,Everton_AstonVilla_20250913
John McGinn,7,sctSCO,"DM,RW",30-330,90,39,2,7,25,8,0,39,2,0,0.0,2,100.0,25,151,36,0,0,0,0,1,30,1,False,Everton_AstonVilla_20250913
Morgan Rogers,27,engENG,"AM,LW",23-049,90,37,2,10,12,15,0,37,4,0,0.0,4,100.0,19,92,74,3,1,0,6,2,24,2,False,Everton_AstonVilla_20250913
Youri Tielemans,8,beBEL,DM,28-129,45,40,2,7,26,8,0,40,1,1,100.0,0,0.0,20,80,37,1,0,0,1,0,28,0,False,Everton_AstonVilla_20250913
Evann Guessand,29,ciCIV,RW,24-074,45,12,0,4,2,6,0,12,0,0,,0,,5,33,22,1,0,0,1,2,6,0,False,Everton_AstonVilla_20250913
Lamare Bogarde,26,nlNED,DM,21-251,82,42,9,17,18,7,0,42,2,0,0.0,1,50.0,25,136,44,1,1,0,1,0,31,0,False,Everton_AstonVilla_20250913
Victor Lindelöf,3,seSWE,DM,31-058,8,4,0,0,4,0,0,4,0,0,,0,,2,4,2,0,0,0,0,0,3,0,False,Everton_AstonVilla_20250913
Lucas Digne,12,frFRA,LB,32-055,90,61,3,26,12,23,2,61,0,0,,0,,27,118,44,1,1,0,0,1,33,10,False,Everton_AstonVilla_20250913
Tyrone Mings,5,engENG,CB,32-184,90,66,24,33,31,3,1,66,0,0,,0,,29,185,109,1,1,0,1,1,30,0,False,Everton_AstonVilla_20250913
Ezri Konsa,4,engENG,CB,27-325,90,69,12,31,38,0,0,69,1,0,0.0,1,100.0,41,233,140,0,0,0,2,0,44,0,False,Everton_AstonVilla_20250913
Matty Cash,2,plPOL,RB,28-037,90,41,3,12,15,14,1,41,0,0,,0,,21,55,8,0,0,0,0,2,26,4,False,Everton_AstonVilla_20250913
Emiliano Martínez,23,arARG,GK,33-011,90,39,34,38,1,0,0,39,0,0,,0,,15,82,70,0,0,0,0,0,13,0,False,Everton_AstonVilla_20250913
Evanilson,9,brBRA,FW,25-342,89,34,1,2,17,16,8,34,3,1,33.3,0,0.0,25,112,66,2,2,2,3,2,22,2,True,Bournemouth_Brighton_20250913
Julio Soler,6,arARG,LW,20-209,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,True,Bournemouth_Brighton_20250913
David Brooks,7,wlsWAL,LW,28-067,66,38,0,9,10,21,2,38,3,0,0.0,2,66.7,29,183,99,1,1,0,2,1,27,6,True,Bournemouth_Brighton_20250913
Amine Adli,21,maMAR,"AM,RW,LW",25-126,24,15,1,5,3,8,0,15,0,0,,0,,8,20,10,0,1,0,0,0,7,3,True,Bournemouth_Brighton_20250913
Antoine Semenyo,24,ghGHA,"RW,FW",25-249,90,50,3,6,20,26,6,49,7,3,42.9,4,57.1,27,269,122,3,3,2,3,0,30,4,True,Bournemouth_Brighton_20250913
Marcus Tavernier,16,engENG,"AM,DM",26-175,86,51,1,7,21,25,3,51,3,1,33.3,2,66.7,41,260,125,6,4,1,5,1,40,5,True,Bournemouth_Brighton_20250913
Lewis Cook,4,engENG,"DM,AM",28-222,4,4,1,1,3,0,0,4,0,0,,0,,3,7,0,0,0,0,0,1,3,0,True,Bournemouth_Brighton_20250913
Alex Scott,8,engENG,DM,22-023,66,36,3,8,21,7,1,36,1,0,0.0,0,0.0,18,124,52,2,0,1,0,1,20,3,True,Bournemouth_Brighton_20250913
Justin Kluivert,19,nlNED,"LW,DM,AM",26-131,24,14,0,2,6,6,2,14,0,0,,0,,8,50,37,1,0,1,0,0,10,1,True,Bournemouth_Brighton_20250913
Tyler Adams,12,usUSA,DM,26-211,90,54,4,17,32,7,0,54,0,0,,0,,30,120,82,0,0,0,0,1,28,2,True,Bournemouth_Brighton_20250913
Adrien Truffert,3,frFRA,LB,23-297,90,46,1,16,18,12,0,46,0,0,,0,,28,173,59,2,2,0,0,4,28,4,True,Bournemouth_Brighton_20250913
Marcos Senesi,5,arARG,CB,28-126,90,72,11,31,35,6,1,72,1,1,100.0,0,0.0,36,170,80,1,0,0,0,1,37,0,True,Bournemouth_Brighton_20250913
Veljko Milosavljević,44,rsSRB,CB,18-077,90,55,9,30,20,5,3,55,0,0,,0,,33,144,74,0,0,0,0,0,31,0,True,Bournemouth_Brighton_20250913
James Hill,23,engENG,RB,23-246,86,47,1,11,27,9,1,47,0,0,,0,,25,66,32,0,0,0,1,0,26,2,True,Bournemouth_Brighton_20250913
Álex Jiménez,20,esESP,RB,20-128,4,6,1,3,3,0,0,6,0,0,,0,,1,2,0,0,0,0,0,0,1,0,True,Bournemouth_Brighton_20250913
Đorđe Petrović,1,rsSRB,GK,25-340,90,38,27,38,0,0,0,38,0,0,,0,,22,95,59,0,0,0,0,0,18,0,True,Bournemouth_Brighton_20250913
Danny Welbeck,18,engENG,FW,34-291,66,22,0,3,13,6,3,22,2,0,0.0,1,50.0,11,70,7,0,0,0,1,0,15,0,False,Bournemouth_Brighton_20250913
Stefanos Tzimas,9,grGRE,FW,19-250,24,4,0,1,2,1,0,4,1,0,0.0,1,100.0,4,27,4,0,0,0,1,1,4,1,False,Bournemouth_Brighton_20250913
Kaoru Mitoma,22,jpJPN,LW,28-116,90,32,2,4,13,15,2,32,3,2,66.7,1,33.3,18,93,48,1,0,0,1,3,21,5,False,Bournemouth_Brighton_20250913
Yankuba Minteh,11,gmGAM,RW,21-053,90,44,0,3,21,22,6,44,4,2,50.0,1,25.0,34,305,180,7,1,5,5,1,36,10,False,Bournemouth_Brighton_20250913
Georginio Rutter,10,frFRA,AM,23-146,66,33,2,5,16,12,3,33,3,2,66.7,1,33.3,18,76,33,2,0,1,3,3,21,2,False,Bournemouth_Brighton_20250913
Brajan Gruda,8,deGER,AM,21-105,24,14,0,1,6,8,0,14,1,1,100.0,0,0.0,11,80,47,2,2,0,2,1,10,2,False,Bournemouth_Brighton_20250913
Jack Hinshelwood,13,engENG,DM,20-155,2,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,False,Bournemouth_Brighton_20250913
Yasin Ayari,26,seSWE,DM,21-342,88,57,2,13,31,13,0,57,4,1,25.0,2,50.0,34,167,80,1,0,0,2,0,38,2,False,Bournemouth_Brighton_20250913
James Milner,20,engENG,DM,39-252,66,43,1,16,22,5,0,43,1,0,0.0,1,100.0,22,90,45,1,0,0,1,0,23,1,False,Bournemouth_Brighton_20250913
Carlos Baleba,17,cmCMR,DM,21-253,24,23,1,8,9,7,0,23,1,1,100.0,0,0.0,14,79,39,0,0,0,1,0,11,1,False,Bournemouth_Brighton_20250913
Maxim De Cuyper,29,beBEL,LB,24-265,23,12,1,5,6,1,1,12,1,0,0.0,1,100.0,2,11,0,0,0,0,0,0,2,1,False,Bournemouth_Brighton_20250913
Ferdi Kadioglu,24,trTUR,LB,25-341,67,41,5,17,14,11,0,41,0,0,,0,,22,180,105,2,1,0,1,0,21,2,False,Bournemouth_Brighton_20250913
Lewis Dunk,5,engENG,CB,33-296,90,50,16,30,15,5,4,50,0,0,,0,,15,65,32,0,0,0,0,0,16,1,False,Bournemouth_Brighton_20250913
Jan Paul van Hecke,6,nlNED,CB,25-097,90,71,13,40,30,3,1,71,1,0,0.0,0,0.0,47,217,155,0,1,0,1,0,46,1,False,Bournemouth_Brighton_20250913
Joël Veltman,34,nlNED,RB,33-241,90,59,4,15,33,11,2,59,1,0,0.0,0,0.0,25,159,104,2,1,1,1,0,22,1,False,Bournemouth_Brighton_20250913
Bart Verbruggen,1,nlNED,GK,23-026,90,39,25,37,2,0,0,39,1,1,100.0,0,0.0,33,129,88,0,0,0,0,0,25,0,False,Bournemouth_Brighton_20250913
Lucas Paquetá,10,brBRA,FW,28-017,67,30,1,3,17,10,1,30,0,0,,0,,14,47,18,0,0,0,0,1,21,0,True,WestHam_Tottenham_20250913
Callum Wilson,9,engENG,FW,33-198,23,5,0,1,4,0,0,5,0,0,,0,,2,14,0,0,0,0,0,0,5,0,True,WestHam_Tottenham_20250913
Crysencio Summerville,7,nlNED,LW,23-318,60,21,2,5,8,9,0,21,4,2,50.0,2,50.0,13,71,16,0,0,0,0,0,15,4,True,WestHam_Tottenham_20250913
Luis Guilherme,17,brBRA,LW,19-216,30,7,2,6,1,0,0,7,0,0,,0,,5,16,7,0,0,0,1,1,4,1,True,WestHam_Tottenham_20250913
Jarrod Bowen,20,engENG,RW,28-267,90,33,2,7,9,17,2,33,4,1,25.0,2,50.0,24,141,52,3,1,2,1,3,24,6,True,WestHam_Tottenham_20250913
Mateus Fernandes,18,ptPOR,AM,21-065,60,28,0,0,16,12,2,28,0,0,,0,,16,67,33,2,0,1,2,0,21,0,True,WestHam_Tottenham_20250913
Soungoutou Magassa,27,frFRA,DM,21-340,30,19,1,13,6,0,0,19,1,0,0.0,1,100.0,8,39,8,0,0,0,0,0,10,1,True,WestHam_Tottenham_20250913
James Ward-Prowse,8,engENG,DM,30-316,89,38,2,8,21,9,0,38,0,0,,0,,13,58,28,0,2,0,0,0,24,1,True,WestHam_Tottenham_20250913
Andy Irving,39,sctSCO,DM,25-123,1,1,1,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,True,WestHam_Tottenham_20250913
