Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,home,game_id
Robin Roefs,22.0,nl NED,GK,22-239,90,32,43,74.4,851,541,6,6,100.0,17,17,100.0,8,19,42.1,0,0.0,0.0,0,1,0,0,0,False,-9061353557171007657
Evanilson,9.0,br BRA,FW,25-342,89,18,21,85.7,130,8,14,15,93.3,0,1,0.0,0,0,,0,0.0,0.0,0,1,0,0,0,True,-8961116668438859286
Julio Soler,6.0,ar ARG,LW,20-209,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,True,-8961116668438859286
David Brooks,7.0,wls WAL,LW,28-067,66,20,28,71.4,258,109,15,18,83.3,5,7,71.4,0,1,0.0,0,0.0,0.0,0,1,1,0,3,True,-8961116668438859286
Amine Adli,21.0,ma MAR,"AM,RW,LW",25-126,24,9,12,75.0,122,42,7,8,87.5,1,1,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,2,True,-8961116668438859286
Antoine Semenyo,24.0,gh GHA,"RW,FW",25-249,90,23,32,71.9,301,101,16,20,80.0,6,9,66.7,1,3,33.3,1,0.1,0.1,2,1,1,0,3,True,-8961116668438859286
Marcus Tavernier,16.0,eng ENG,"AM,DM",26-175,86,32,40,80.0,501,118,16,17,94.1,11,14,78.6,2,4,50.0,0,0.1,0.1,1,2,2,0,4,True,-8961116668438859286
Lewis Cook,4.0,eng ENG,"DM,AM",28-222,4,1,2,50.0,13,0,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,True,-8961116668438859286
Alex Scott,8.0,eng ENG,DM,22-023,66,23,26,88.5,369,84,13,13,100.0,7,7,100.0,2,5,40.0,0,0.0,0.0,1,2,0,0,2,True,-8961116668438859286
Justin Kluivert,19.0,nl NED,"LW,DM,AM",26-131,24,6,11,54.5,79,34,5,6,83.3,1,2,50.0,0,3,0.0,0,0.1,0.3,1,1,0,0,2,True,-8961116668438859286
Tyler Adams,12.0,us USA,DM,26-211,90,39,47,83.0,556,156,24,27,88.9,13,16,81.3,2,3,66.7,0,0.0,0.0,1,3,0,0,2,True,-8961116668438859286
Adrien Truffert,3.0,fr FRA,LB,23-297,90,29,37,78.4,489,180,18,18,100.0,8,11,72.7,3,7,42.9,0,0.1,0.1,2,6,2,2,4,True,-8961116668438859286
Marcos Senesi,5.0,ar ARG,CB,28-126,90,38,57,66.7,835,299,10,14,71.4,18,22,81.8,10,17,58.8,0,0.0,0.0,0,3,1,1,5,True,-8961116668438859286
Veljko Milosavljević,44.0,rs SRB,CB,18-077,90,33,40,82.5,551,189,14,15,93.3,17,18,94.4,2,6,33.3,0,0.1,0.2,1,4,0,0,3,True,-8961116668438859286
James Hill,23.0,eng ENG,RB,23-246,86,30,41,73.2,554,284,13,13,100.0,13,17,76.5,3,6,50.0,0,0.0,0.0,0,3,0,0,2,True,-8961116668438859286
Álex Jiménez,20.0,es ESP,RB,20-128,4,2,4,50.0,46,37,1,2,50.0,0,0,,1,2,50.0,0,0.0,0.0,0,0,0,0,0,True,-8961116668438859286
Đorđe Petrović,1.0,rs SRB,GK,25-340,90,27,36,75.0,859,586,1,1,100.0,15,15,100.0,11,20,55.0,0,0.0,0.0,0,0,0,0,0,True,-8961116668438859286
Danny Welbeck,18.0,eng ENG,FW,34-291,66,15,17,88.2,216,47,7,7,100.0,7,7,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,False,-8961116668438859286
Stefanos Tzimas,9.0,gr GRE,FW,19-250,24,1,2,50.0,7,0,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,False,-8961116668438859286
Kaoru Mitoma,22.0,jp JPN,LW,28-116,90,17,25,68.0,188,33,12,16,75.0,4,6,66.7,0,0,,0,0.0,0.0,0,0,1,0,1,False,-8961116668438859286
Yankuba Minteh,11.0,gm GAM,RW,21-053,90,10,27,37.0,131,51,6,11,54.5,3,10,30.0,1,4,25.0,1,0.4,0.1,1,0,1,1,1,False,-8961116668438859286
Georginio Rutter,10.0,fr FRA,AM,23-146,66,16,22,72.7,279,76,7,8,87.5,7,7,100.0,1,2,50.0,0,0.1,0.0,1,4,0,0,4,False,-8961116668438859286
Brajan Gruda,8.0,de GER,AM,21-105,24,6,11,54.5,103,35,3,4,75.0,3,5,60.0,0,2,0.0,0,0.0,0.0,0,1,0,0,2,False,-8961116668438859286
Jack Hinshelwood,13.0,eng ENG,DM,20-155,2,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,False,-8961116668438859286
Yasin Ayari,26.0,se SWE,DM,21-342,88,36,46,78.3,553,144,20,24,83.3,15,18,83.3,1,2,50.0,0,0.0,0.1,0,2,1,0,6,False,-8961116668438859286
James Milner,20.0,eng ENG,DM,39-252,66,27,35,77.1,551,181,10,12,83.3,12,13,92.3,5,9,55.6,0,0.0,0.0,0,3,0,0,1,False,-8961116668438859286
Carlos Baleba,17.0,cm CMR,DM,21-253,24,12,18,66.7,208,30,6,6,100.0,4,8,50.0,2,4,50.0,0,0.0,0.0,0,0,0,0,0,False,-8961116668438859286
Maxim De Cuyper,29.0,be BEL,LB,24-265,23,6,9,66.7,66,40,4,4,100.0,2,4,50.0,0,0,,0,0.0,0.0,0,1,0,0,0,False,-8961116668438859286
Ferdi Kadioglu,24.0,tr TUR,LB,25-341,67,28,30,93.3,465,201,13,13,100.0,13,13,100.0,2,2,100.0,0,0.0,0.0,0,2,2,1,2,False,-8961116668438859286
Lewis Dunk,5.0,eng ENG,CB,33-296,90,32,36,88.9,564,149,15,15,100.0,14,17,82.4,2,3,66.7,0,0.0,0.0,1,0,0,0,1,False,-8961116668438859286
Jan Paul van Hecke,6.0,nl NED,CB,25-097,90,46,57,80.7,976,683,17,18,94.4,21,23,91.3,8,15,53.3,0,0.0,0.0,0,7,0,0,6,False,-8961116668438859286
Joël Veltman,34.0,nl NED,RB,33-241,90,30,42,71.4,580,226,9,11,81.8,18,22,81.8,3,6,50.0,0,0.0,0.0,1,4,0,0,6,False,-8961116668438859286
Bart Verbruggen,1.0,nl NED,GK,23-026,90,32,38,84.2,790,553,10,10,100.0,13,13,100.0,9,15,60.0,0,0.0,0.0,0,1,1,0,0,False,-8961116668438859286
Lucas Paquetá,10.0,br BRA,FW,28-017,67,15,25,60.0,212,43,11,15,73.3,2,5,40.0,2,4,50.0,0,0.0,0.0,1,0,0,0,2,True,4784864336714805671
Callum Wilson,9.0,eng ENG,FW,33-198,23,2,5,40.0,28,22,1,1,100.0,1,4,25.0,0,0,,0,0.0,0.0,0,1,0,0,1,True,4784864336714805671
Crysencio Summerville,7.0,nl NED,LW,23-318,60,10,12,83.3,135,34,7,8,87.5,3,3,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,2,True,4784864336714805671
Luis Guilherme,17.0,br BRA,LW,19-216,30,4,4,100.0,53,42,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,True,4784864336714805671
Jarrod Bowen,20.0,eng ENG,RW,28-267,90,15,19,78.9,188,28,10,11,90.9,4,4,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,True,4784864336714805671
Mateus Fernandes,18.0,pt POR,AM,21-065,60,19,23,82.6,264,38,8,10,80.0,5,6,83.3,2,3,66.7,0,0.4,0.2,2,1,1,0,4,True,4784864336714805671
Soungoutou Magassa,27.0,fr FRA,DM,21-340,30,12,13,92.3,202,53,7,8,87.5,4,4,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,True,4784864336714805671
James Ward-Prowse,8.0,eng ENG,DM,30-316,89,30,34,88.2,603,150,11,11,100.0,12,12,100.0,7,10,70.0,0,0.2,0.2,2,6,1,1,3,True,4784864336714805671
Andy Irving,39.0,sct SCO,DM,25-123,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,True,4784864336714805671
Tomáš Souček,28.0,cz CZE,DM,30-198,53,17,24,70.8,243,83,10,12,83.3,4,7,57.1,2,3,66.7,0,0.0,0.0,0,0,0,0,0,True,4784864336714805671
El Hadji Malick Diouf,12.0,sn SEN,LB,20-259,90,24,33,72.7,361,142,15,16,93.8,6,8,75.0,2,5,40.0,0,0.0,0.0,0,2,1,1,1,True,4784864336714805671
Max Kilman,3.0,eng ENG,CB,28-113,90,31,36,86.1,699,179,3,3,100.0,25,25,100.0,2,7,28.6,0,0.0,0.0,0,2,0,0,1,True,4784864336714805671
Konstantinos Mavropanos,15.0,gr GRE,CB,27-276,90,31,39,79.5,659,335,10,10,100.0,17,20,85.0,4,9,44.4,0,0.0,0.0,0,4,0,0,4,True,4784864336714805671
Kyle Walker-Peters,2.0,eng ENG,RB,28-153,90,34,38,89.5,483,203,20,21,95.2,12,13,92.3,0,2,0.0,0,0.0,0.0,1,4,0,0,2,True,4784864336714805671
Mads Hermansen,1.0,dk DEN,GK,25-064,90,18,35,51.4,570,434,4,4,100.0,8,8,100.0,6,23,26.1,0,0.0,0.0,0,0,0,0,0,True,4784864336714805671
Mathys Tel,11.0,fr FRA,"FW,LW",20-139,78,9,12,75.0,139,42,7,7,100.0,1,2,50.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1,False,4784864336714805671
Wilson Odobert,28.0,fr FRA,LW,20-289,12,13,13,100.0,161,30,7,7,100.0,4,4,100.0,0,0,,0,0.0,0.0,0,0,1,0,1,False,4784864336714805671
Xavi Simons,7.0,nl NED,LW,22-145,70,29,40,72.5,513,65,14,17,82.4,9,13,69.2,5,9,55.6,1,0.1,0.1,1,1,0,0,4,False,4784864336714805671
Richarlison,9.0,br BRA,FW,28-126,20,1,1,100.0,12,0,1,1,100.0,0,0,,0,0,,0,0.3,0.0,1,0,0,0,0,False,4784864336714805671
Mohammed Kudus,20.0,gh GHA,"RW,AM",25-042,90,21,35,60.0,373,138,11,14,78.6,6,8,75.0,4,11,36.4,0,0.2,0.1,2,4,1,0,2,False,4784864336714805671
Lucas Bergvall,15.0,se SWE,LM,19-223,79,25,31,80.6,476,159,8,9,88.9,10,12,83.3,5,8,62.5,1,0.1,0.1,1,5,1,0,6,False,4784864336714805671
Brennan Johnson,22.0,wls WAL,RW,24-113,11,4,6,66.7,52,4,3,4,75.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,False,4784864336714805671
João Palhinha,6.0,pt POR,"CM,DM",30-066,90,58,65,89.2,1092,253,20,22,90.9,30,33,90.9,7,8,87.5,0,0.0,0.0,0,5,1,0,6,False,4784864336714805671
Pape Matar Sarr,29.0,sn SEN,"RM,DM",22-364,90,47,53,88.7,763,109,22,25,88.0,20,21,95.2,3,4,75.0,0,0.0,0.0,0,6,0,0,5,False,4784864336714805671
Djed Spence,24.0,eng ENG,LB,25-035,70,42,57,73.7,573,263,26,29,89.7,12,16,75.0,2,6,33.3,0,0.0,0.0,0,2,1,0,4,False,4784864336714805671
Destiny Udogie,13.0,it ITA,LB,22-289,20,18,20,90.0,226,73,12,12,100.0,5,6,83.3,0,0,,0,0.0,0.0,1,1,0,0,1,False,4784864336714805671
Micky van de Ven,37.0,nl NED,CB,24-147,79,52,58,89.7,976,209,18,19,94.7,30,32,93.8,4,7,57.1,0,0.1,0.0,1,3,0,0,1,False,4784864336714805671
Kevin Danso,4.0,at AUT,CB,26-359,11,19,20,95.0,419,75,3,3,100.0,12,13,92.3,4,4,100.0,0,0.0,0.0,0,3,0,0,2,False,4784864336714805671
Cristian Romero,17.0,ar ARG,CB,27-139,90,75,81,92.6,1483,542,23,24,95.8,44,47,93.6,8,9,88.9,1,0.2,0.1,2,7,2,0,7,False,4784864336714805671
Pedro Porro,23.0,es ESP,RB,26-000,90,43,60,71.7,829,296,15,16,93.8,23,26,88.5,4,14,28.6,0,0.3,0.4,2,3,2,2,4,False,4784864336714805671
Guglielmo Vicario,1.0,it ITA,GK,28-341,90,37,43,86.0,755,402,8,8,100.0,26,26,100.0,3,8,37.5,0,0.0,0.0,0,0,0,0,0,False,4784864336714805671
Kevin Schade,7.0,de GER,FW,23-290,90,10,15,66.7,162,65,3,7,42.9,3,3,100.0,2,3,66.7,0,0.0,0.0,0,1,0,0,1,True,3246172040875985529
Thiago,9.0,br BRA,FW,24-079,72,7,15,46.7,117,17,4,6,66.7,2,6,33.3,1,1,100.0,0,0.3,0.0,1,0,1,1,0,True,3246172040875985529
Rico Henry,3.0,eng ENG,LB,28-067,18,3,6,50.0,39,1,2,3,66.7,1,3,33.3,0,0,,0,0.0,0.0,0,0,0,0,0,True,3246172040875985529
Yehor Yarmoliuk,18.0,ua UKR,CM,21-196,90,26,33,78.8,462,114,12,14,85.7,11,13,84.6,2,3,66.7,0,0.0,0.1,1,3,2,0,5,True,3246172040875985529
Jordan Henderson,6.0,eng ENG,CM,35-088,90,26,35,74.3,680,231,5,5,100.0,13,15,86.7,8,12,66.7,1,0.2,0.0,1,5,1,1,6,True,3246172040875985529
Mathias Jensen,8.0,dk DEN,CM,29-255,72,15,24,62.5,394,158,4,6,66.7,6,10,60.0,5,8,62.5,0,0.1,0.1,1,4,1,0,4,True,3246172040875985529
Dango Ouattara,19.0,bf BFA,FW,23-214,18,3,8,37.5,22,0,3,7,42.9,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,True,3246172040875985529
Keane Lewis-Potter,23.0,eng ENG,"LB,CM",24-203,89,21,26,80.8,371,152,7,7,100.0,10,14,71.4,3,4,75.0,0,0.0,0.0,1,1,0,0,0,True,3246172040875985529
Fabio Carvalho,14.0,pt POR,CM,23-014,1,2,2,100.0,51,24,1,1,100.0,0,0,,1,1,100.0,0,0.0,0.0,0,0,0,0,0,True,3246172040875985529
Ethan Pinnock,5.0,jm JAM,CB,32-107,82,23,32,71.9,375,216,9,13,69.2,9,11,81.8,2,5,40.0,0,0.0,0.0,0,3,0,0,1,True,3246172040875985529
Kristoffer Ajer,20.0,no NOR,CB,27-149,8,2,2,100.0,36,29,1,1,100.0,1,1,100.0,0,0,,1,0.7,0.4,1,0,0,0,0,True,3246172040875985529
Nathan Collins,22.0,ie IRL,CB,24-136,90,25,31,80.6,540,239,6,8,75.0,17,17,100.0,2,6,33.3,0,0.1,0.0,1,0,0,0,0,True,3246172040875985529
Sepp van den Berg,4.0,nl NED,CB,23-267,90,28,32,87.5,516,139,9,10,90.0,17,18,94.4,2,3,66.7,0,0.0,0.0,0,0,0,0,0,True,3246172040875985529
Michael Kayode,33.0,it ITA,RB,21-065,82,21,27,77.8,238,28,17,18,94.4,4,5,80.0,0,2,0.0,0,0.0,0.0,0,1,0,0,0,True,3246172040875985529
Aaron Hickey,2.0,sct SCO,RB,23-095,8,1,3,33.3,11,1,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,True,3246172040875985529
Caoimhín Kelleher,1.0,ie IRL,GK,26-294,90,23,33,69.7,722,517,3,3,100.0,12,12,100.0,8,18,44.4,0,0.0,0.0,0,0,0,0,0,True,3246172040875985529
João Pedro,20.0,br BRA,FW,23-352,78,25,32,78.1,320,60,19,19,100.0,5,8,62.5,1,2,50.0,1,0.2,0.0,1,2,1,0,3,False,3246172040875985529
Alejandro Garnacho,49.0,ar ARG,LW,21-074,12,2,5,40.0,15,3,2,2,100.0,0,2,0.0,0,1,0.0,0,0.1,0.0,1,0,0,0,0,False,3246172040875985529
Jamie Gittens,11.0,eng ENG,LW,21-036,55,11,14,78.6,148,12,7,7,100.0,4,5,80.0,0,0,,0,0.1,0.0,1,0,0,0,0,False,3246172040875985529
Cole Palmer,10.0,eng ENG,AM,23-130,35,12,14,85.7,190,64,6,7,85.7,5,5,100.0,1,2,50.0,0,0.0,0.1,0,0,2,0,5,False,3246172040875985529
Pedro Neto,7.0,pt POR,RW,25-188,90,26,37,70.3,458,133,12,13,92.3,9,12,75.0,5,9,55.6,0,0.4,0.2,3,2,1,0,3,False,3246172040875985529
Facundo Buonanotte,40.0,ar ARG,AM,20-264,45,20,22,90.9,251,29,15,16,93.8,3,4,75.0,1,1,100.0,0,0.3,0.1,2,2,0,0,0,False,3246172040875985529
Tyrique George,32.0,eng ENG,"LW,FW,AM",19-221,45,8,9,88.9,162,48,3,3,100.0,3,3,100.0,2,2,100.0,0,0.0,0.1,0,1,2,1,2,False,3246172040875985529
Moisés Caicedo,25.0,ec ECU,DM,23-315,90,63,66,95.5,943,209,42,42,100.0,15,16,93.8,5,5,100.0,0,0.0,0.1,0,4,1,0,5,False,3246172040875985529
Enzo Fernández,8.0,ar ARG,DM,24-239,90,68,80,85.0,1051,349,40,44,90.9,22,24,91.7,5,11,45.5,0,0.1,0.1,2,11,3,1,8,False,3246172040875985529
Jorrel Hato,21.0,nl NED,LB,19-190,45,22,24,91.7,296,6,15,16,93.8,5,5,100.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0,False,3246172040875985529
Marc Cucurella,3.0,es ESP,LB,27-053,45,16,20,80.0,218,18,6,8,75.0,8,8,100.0,0,1,0.0,0,0.1,0.0,2,1,0,0,1,False,3246172040875985529
Trevoh Chalobah,23.0,eng ENG,CB,26-070,90,85,93,91.4,1472,515,43,43,100.0,36,42,85.7,6,7,85.7,0,0.0,0.3,1,12,1,0,9,False,3246172040875985529
Tosin Adarabioyo,4.0,eng ENG,CB,27-354,90,82,87,94.3,1520,615,25,27,92.6,51,52,98.1,5,7,71.4,0,0.0,0.0,0,5,1,0,7,False,3246172040875985529
Wesley Fofana,29.0,fr FRA,RB,24-270,45,51,56,91.1,736,153,28,30,93.3,21,22,95.5,1,2,50.0,0,0.0,0.0,0,9,0,0,2,False,3246172040875985529
Reece James,24.0,eng ENG,RB,25-279,45,38,41,92.7,668,175,21,21,100.0,14,14,100.0,3,5,60.0,0,0.0,0.0,0,5,0,0,3,False,3246172040875985529
Robert Sánchez,1.0,es ESP,GK,27-299,90,14,17,82.4,371,246,2,2,100.0,6,6,100.0,6,9,66.7,0,0.0,0.0,0,0,0,0,0,False,3246172040875985529
Lyle Foster,9.0,za RSA,FW,25-011,85,3,13,23.1,22,4,2,4,50.0,0,2,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,True,-4076270161851721011
Joe Worrall,4.0,eng ENG,"CB,FW",28-247,5,0,2,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,True,-4076270161851721011
Jaidon Anthony,11.0,eng ENG,"LM,RM",25-287,88,5,12,41.7,82,47,3,5,60.0,1,4,25.0,1,2,50.0,0,0.0,0.0,0,1,0,0,0,True,-4076270161851721011
Armando Broja,27.0,al ALB,"FW,RM",24-004,2,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,True,-4076270161851721011
Lesley Ugochukwu,8.0,fr FRA,CM,21-172,83,3,8,37.5,67,41,2,4,50.0,0,0,,1,1,100.0,0,0.0,0.0,0,1,0,0,0,True,-4076270161851721011
Josh Cullen,24.0,ie IRL,CM,29-160,62,12,16,75.0,241,125,3,4,75.0,6,8,75.0,2,2,100.0,0,0.0,0.0,0,3,0,0,4,True,-4076270161851721011
Florentino Luís,16.0,pt POR,CM,26-026,28,7,8,87.5,75,58,4,5,80.0,2,2,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,True,-4076270161851721011
Loum Tchaouna,17.0,fr FRA,RM,22-006,62,5,9,55.6,61,26,4,5,80.0,1,2,50.0,0,0,,0,0.1,0.0,1,1,0,0,2,True,-4076270161851721011
Hannibal Mejbri,28.0,tn TUN,"RM,LM,CM",22-236,28,3,3,100.0,41,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,True,-4076270161851721011
Quilindschy Hartman,3.0,nl NED,LB,23-304,90,8,22,36.4,174,105,2,3,66.7,5,14,35.7,1,4,25.0,0,0.0,0.0,1,0,0,0,2,True,-4076270161851721011
Maxime Estève,5.0,fr FRA,CB,23-111,90,12,16,75.0,174,108,6,7,85.7,3,4,75.0,1,3,33.3,0,0.0,0.0,0,1,0,0,0,True,-4076270161851721011
Hjalmar Ekdal,18.0,se SWE,CB,26-328,90,6,8,75.0,130,56,1,1,100.0,4,4,100.0,1,2,50.0,0,0.0,0.0,0,1,0,0,0,True,-4076270161851721011
Josh Laurent,29.0,eng ENG,"CB,CM",30-131,90,5,10,50.0,87,3,1,3,33.3,3,4,75.0,0,0,,0,0.0,0.0,0,0,0,0,0,True,-4076270161851721011
Kyle Walker,2.0,eng ENG,RB,35-109,90,9,19,47.4,163,59,2,4,50.0,3,5,60.0,1,5,20.0,0,0.0,0.0,0,1,0,0,2,True,-4076270161851721011
Martin Dúbravka,1.0,sk SVK,GK,36-242,90,9,43,20.9,408,377,1,1,100.0,3,3,100.0,5,39,12.8,0,0.0,0.0,0,1,0,0,0,True,-4076270161851721011
Hugo Ekitike,22.0,fr FRA,FW,23-086,71,14,15,93.3,146,27,11,12,91.7,2,2,100.0,0,0,,0,0.0,0.1,0,0,1,0,1,False,-4076270161851721011
Federico Chiesa,14.0,it ITA,FW,27-324,19,4,5,80.0,53,10,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,1,0,1,False,-4076270161851721011
Cody Gakpo,18.0,nl NED,"LW,LM,CM",26-130,90,37,53,69.8,494,121,28,30,93.3,7,13,53.8,2,9,22.2,0,0.5,0.3,2,0,4,1,5,False,-4076270161851721011
Mohamed Salah,11.0,eg EGY,"RM,RW",33-091,90,37,47,78.7,465,89,28,31,90.3,8,10,80.0,1,4,25.0,0,0.0,0.1,1,0,3,0,3,False,-4076270161851721011
Florian Wirtz,7.0,de GER,"AM,CM",22-134,86,48,64,75.0,647,160,32,39,82.1,11,13,84.6,4,8,50.0,0,0.2,0.3,4,2,3,0,8,False,-4076270161851721011
Rio Ngumoha,73.0,eng ENG,LM,17-016,4,5,5,100.0,69,11,3,3,100.0,2,2,100.0,0,0,,0,0.1,0.1,1,0,0,0,0,False,-4076270161851721011
Alexis Mac Allister,10.0,ar ARG,DM,26-264,45,31,39,79.5,371,69,22,23,95.7,7,10,70.0,1,4,25.0,0,0.0,0.0,0,5,0,0,2,False,-4076270161851721011
Conor Bradley,12.0,nir NIR,"RB,CB",22-067,45,35,41,85.4,502,146,23,26,88.5,11,12,91.7,1,2,50.0,0,0.0,0.1,0,4,1,1,3,False,-4076270161851721011
Ryan Gravenberch,38.0,nl NED,DM,23-121,90,86,94,91.5,1359,280,45,50,90.0,33,34,97.1,6,6,100.0,0,0.2,0.1,4,12,0,0,10,False,-4076270161851721011
Milos Kerkez,6.0,hu HUN,LB,21-311,37,27,31,87.1,419,67,17,17,100.0,8,9,88.9,2,3,66.7,0,0.0,0.0,1,1,1,0,2,False,-4076270161851721011
Andrew Robertson,26.0,sct SCO,LB,31-187,53,51,63,81.0,776,258,33,37,89.2,17,22,77.3,1,4,25.0,0,0.3,0.4,5,9,4,3,9,False,-4076270161851721011
Virgil van Dijk,4.0,nl NED,CB,34-068,90,94,105,89.5,1623,731,38,38,100.0,50,58,86.2,5,8,62.5,0,0.0,0.1,1,18,0,0,17,False,-4076270161851721011
Ibrahima Konaté,5.0,fr FRA,CB,26-112,86,77,91,84.6,1156,336,43,49,87.8,32,38,84.2,2,4,50.0,0,0.2,0.0,2,13,0,0,7,False,-4076270161851721011
Jeremie Frimpong,30.0,nl NED,RB,24-278,4,4,5,80.0,58,6,3,4,75.0,1,1,100.0,0,0,,0,0.0,0.1,0,0,1,1,0,False,-4076270161851721011
Dominik Szoboszlai,8.0,hu HUN,"CM,RB",24-324,90,71,83,85.5,1163,287,38,43,88.4,24,27,88.9,8,11,72.7,0,0.0,0.1,0,9,1,0,11,False,-4076270161851721011
Alisson,1.0,br BRA,GK,32-347,90,23,25,92.0,478,313,9,9,100.0,10,10,100.0,4,6,66.7,0,0.0,0.0,0,0,0,0,2,False,-4076270161851721011
Erling Haaland,9.0,no NOR,FW,25-055,86,11,14,78.6,123,39,5,7,71.4,4,4,100.0,0,0,,0,0.3,0.1,1,1,0,0,2,True,-6904356756696211430
Oscar Bobb,52.0,no NOR,"RM,FW",22-064,4,3,4,75.0,31,2,3,3,100.0,0,0,,0,0,,0,0.1,0.1,1,0,0,0,0,True,-6904356756696211430
Jeremy Doku,11.0,be BEL,LM,23-110,76,20,24,83.3,298,64,12,14,85.7,6,7,85.7,1,1,100.0,2,1.5,0.8,4,1,1,0,2,True,-6904356756696211430
Sávio,26.0,br BRA,LM,21-157,14,2,2,100.0,26,8,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,True,-6904356756696211430
Phil Foden,47.0,eng ENG,"CM,FW",25-109,90,46,55,83.6,678,255,30,32,93.8,10,10,100.0,4,10,40.0,0,0.0,0.0,1,6,2,0,6,True,-6904356756696211430
Tijjani Reijnders,4.0,nl NED,CM,27-047,90,30,35,85.7,343,66,18,18,100.0,9,12,75.0,0,2,0.0,0,0.1,0.0,1,4,0,0,2,True,-6904356756696211430
Bernardo Silva,20.0,pt POR,RM,31-035,87,19,22,86.4,349,112,7,7,100.0,8,8,100.0,3,5,60.0,1,0.6,0.5,2,1,2,1,3,True,-6904356756696211430
Nathan Aké,6.0,nl NED,CB,30-208,3,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,True,-6904356756696211430
Rodri,16.0,es ESP,DM,29-084,75,47,57,82.5,729,175,23,25,92.0,17,23,73.9,4,4,100.0,0,0.0,0.0,0,2,0,0,4,True,-6904356756696211430
Nicolás González,14.0,es ESP,"DM,CM",23-254,15,5,6,83.3,74,30,3,4,75.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,True,-6904356756696211430
Nico O’Reilly,33.0,eng ENG,LB,20-177,90,36,49,73.5,428,198,28,31,90.3,4,7,57.1,2,8,25.0,0,0.0,0.0,0,1,0,0,2,True,-6904356756696211430
Joško Gvardiol,24.0,hr CRO,CB,23-234,90,51,57,89.5,906,385,18,18,100.0,29,31,93.5,3,7,42.9,0,0.0,0.0,0,4,0,0,2,True,-6904356756696211430
Rúben Dias,3.0,pt POR,CB,28-123,90,45,50,90.0,713,220,24,25,96.0,21,25,84.0,0,0,,0,0.0,0.0,0,1,0,0,1,True,-6904356756696211430
Abdukodir Khusanov,45.0,uz UZB,RB,21-197,90,42,55,76.4,703,284,20,21,95.2,17,21,81.0,4,7,57.1,0,0.0,0.0,0,1,0,0,0,True,-6904356756696211430
Gianluigi Donnarumma,25.0,it ITA,GK,26-201,90,20,33,60.6,507,331,3,3,100.0,10,10,100.0,6,19,31.6,0,0.0,0.0,0,0,0,0,0,True,-6904356756696211430
Benjamin Šeško,30.0,si SVN,FW,22-106,79,7,13,53.8,71,2,4,7,57.1,2,5,40.0,0,0,,0,0.0,0.0,0,0,0,0,0,False,-6904356756696211430
Casemiro,18.0,br BRA,CM,33-203,11,18,20,90.0,395,149,6,7,85.7,7,8,87.5,5,5,100.0,0,0.0,0.0,0,3,0,0,2,False,-6904356756696211430
Amad Diallo,16.0,ci CIV,"AM,WB",23-065,90,37,41,90.2,574,83,22,23,95.7,13,14,92.9,2,3,66.7,0,0.6,0.6,2,1,1,0,4,False,-6904356756696211430
Bryan Mbeumo,19.0,cm CMR,AM,26-038,90,36,50,72.0,587,113,17,19,89.5,14,19,73.7,3,4,75.0,0,0.0,0.2,0,3,2,1,4,False,-6904356756696211430
Bruno Fernandes,8.0,pt POR,"CM,AM",31-006,90,60,78,76.9,1231,518,24,29,82.8,24,29,82.8,11,16,68.8,0,0.5,0.3,2,10,7,0,18,False,-6904356756696211430
